name,title,country,elo,birth_year,approx_age
"SENEVIRATHNE, V I",0,81,1676,1999,24
"VARGAS SOTELO, VICTOR",0,82,1676,2006,17
"WIRATUNGA, JENITH",0,81,1676,2006,17
"ABASIMEL,NAJI MOHAMMED",0,138,1676,1991,32
"CATAMBA, BAPTISTA JORGE",0,107,1676,2001,22
"CHEONG, SUE LYN",0,52,1676,2004,19
"NARZULLOEV, KHOJI",0,45,1676,1947,76
"GULOV, VAISIDDIN",0,45,1675,1973,50
"CAPELLA, GREGORY",0,130,1675,1983,40
RASHID MANSOUR SHARIF,0,180,1675,1974,49
PRINCE JEGBADAI,0,162,1675,1968,55
"NAGAI, TOSHIYUKI",0,95,1675,1981,42
"KITIKOV, OLEG",0,97,1675,1949,74
"MATNAZAROV, ULUGBEG",0,70,1674,2007,16
"LIZANO QUIROS, MATIAS HAZIEL",0,89,1674,2008,15
"VASQUEZ ZAVALA, JESUS ADONAY",0,114,1674,1996,27
"MAHATO, CHUDAMANI",0,119,1674,1985,38
"MAKWAEBA, KEABETSWE",0,125,1674,2004,19
MANYEZERO NATION ADMIRE,0,98,1674,1995,28
JOAO FARISSE,0,132,1674,2004,19
"REGASSA , HUNDE EBA",0,138,1674,1994,29
SENTLE TSHEPANG,0,125,1674,1990,33
"SMITH, NATHAN",2,173,1674,2005,18
"TOMII, YOSHIKATSU",0,95,1674,1997,26
"ABARCA, CAMILA RENE",1,105,1674,2003,20
"CABALLERO, DANERY JAVIER",0,114,1674,1980,43
"EL ZEIN, BASSAM",0,116,1674,2013,10
AMER BADER,0,103,1673,1971,52
ATTADE JOSIAS PROSPER,0,155,1673,1997,26
"BLAIVAS, LEV",0,120,1673,1984,39
"GRANT, IAN",0,86,1673,1973,50
"IACHIMOV, EGOR",0,50,1673,2007,16
IFTIKHAR ALI MALIK,0,121,1673,1964,59
"KOYAMA, NOBUYUKI",0,95,1673,1958,65
"SHOHRADOVA, LEYLA",1,70,1673,2007,16
THAMSANGA SHAUN MOYO,0,98,1673,2002,21
"WANJALA, BENARD",0,149,1673,1983,40
HAU DEIH THAWN,0,88,1672,1994,29
MICHEAL AJAK GAI,0,127,1672,2002,21
"NGANHANE, BEGENIO ARLINDO",0,132,1672,1998,25
SAID AHMED ALI JIDAL FADHIL,0,142,1672,1982,41
"SANTOS SAGASTUME, PAOLO ANDRES",0,108,1672,2009,14
"SAPALO, ABEL",0,107,1672,1999,24
"STEPHENSON, JOHN",0,118,1672,2006,17
"SURIYABANDARA, S M D",0,81,1672,1998,25
"YEMANE , ZESLASSIE TEKLEHAYMANOT",0,138,1672,1996,27
"YOUNG, COLLINS",0,149,1671,1969,54
BASHIR MAHMOUD MOHAMED,0,123,1671,1985,38
"BURMAN, RAY PRITISH",0,52,1671,2008,15
"CHAUDHARY, NENULAL",0,119,1671,1985,38
"GUTIERREZ FEIJOO, ISAAC",0,82,1671,1998,25
HARALALKA DIVIJ,0,52,1671,2007,16
"KAWAMURA, TAKUTO",0,95,1671,1996,27
"RAKOTOMALALA,JEAN CLAUDE",0,84,1671,1999,24
"RAMIREZ ZEA, JUAN P.",0,115,1671,2005,18
"SLEGG, GARY",0,94,1671,1966,57
"CORREA REYES, YETZER",0,115,1670,2000,23
"WONG, YEN-HSIU ELLIOT",0,52,1670,2011,12
"UMETALIEV, ARSEN",0,97,1670,2008,15
"RUUS, REIN",0,66,1670,1955,68
"RAHMATULIN, BAKYT",0,97,1670,1983,40
"OQUENDO PLAZA, VICTOR",0,115,1670,1959,64
NGWERUME MICHAEL,0,98,1670,2000,23
MUHAMMAD SALMAN KHAN,0,121,1670,1993,30
"MAGUZI, PETER",0,101,1670,1978,45
"HENDERSON, MATTHEW FRANKLIN",0,72,1670,1968,55
"SUPPT-HONGS, PAISAL",0,112,1669,1950,73
"BONILLA, JONATHAN",0,114,1669,1995,28
"BONSU, KWADWO OWUSU BEMPA",0,155,1669,1965,58
CHOL MACH NHIAL,0,127,1669,2004,19
"DOMINGOS, MARIA M",5,107,1669,1996,27
"EDMUND, MPOFU",0,98,1669,1984,39
"KAMBERI, FATJON",0,68,1669,1985,38
MIZERE MPILO,0,139,1669,1979,44
"MUCHENA, RUGARE",0,98,1669,1978,45
"PAK, VADIM",0,97,1669,1990,33
"THOMPSON, EDWARD NII LAMPTEY",2,155,1669,1960,63
"BLACKMAN, KATRINA",1,113,1669,1992,31
AHMAD JAWARNEH,0,103,1668,1996,27
"ANGULO PEREZ, SEBASTIAN",0,89,1668,2014,9
"DANZANJUNAI, GANBAT",0,65,1668,2008,15
"DOS RAMOS, CARLOS SR.",0,156,1668,1961,62
"MURATET CARMONA, ALEXANDRA",0,72,1668,1990,33
NAFTALY WACHIRA MWANGI,0,149,1668,1986,37
"NJOROGE, BILLY TIMOTHY",0,149,1668,2001,22
"PADILLA ROSALES, BRAULIO JUAN C.",0,108,1668,1995,28
RAJA MUHAMMAD GAUHAR IQBAL JANJUA,0,121,1668,1984,39
"SAN MIGUEL MATOS, GABRIEL A.",0,115,1668,2004,19
"MIRANDA SAMUDIO, ADRIAN JAFETH",0,83,1667,2008,15
"KOLAR, JOHAN-EERIK",0,66,1667,1994,29
"MUKAMMALOV, SHUHRAT",0,45,1667,1973,50
"OGASA, SEIICHI",0,95,1667,1954,69
"SAWMYNADEN, RIGHEN PEROUMAL",0,163,1667,1994,29
"VANYO PEREZ, JOSEP",0,72,1666,1953,70
"AMENABAR F., JUAN PABLO",0,108,1666,1988,35
"GUBIN, DMITRII",0,50,1666,2011,12
"JADA ALBERT, MODI",0,127,1666,1962,61
"JIMENEZ GIRON, ALEXANDER ABRAHAM",0,83,1666,2006,17
"MAKHMARAEV, MAKHAMADI",0,45,1666,1960,63
MUHOMMAD ASIF ABBASI,0,121,1666,1974,49
"TAKAYASU, MELODY",0,95,1666,1976,47
"THOMAS, ROY",0,94,1666,1958,65
"TIA, RUDY JR.",0,165,1666,1964,59
"ESPER,HAIDARA.",0,102,1666,2005,18
"BATTAL, SAAD",0,133,1666,1972,51
"AJMAL, SERAJ MOHAMED",0,133,1666,1990,33
"BRKA, EMAD A.",0,133,1665,1989,34
"ZHANG, CHI",0,129,1665,1986,37
"PRASAD, RUDR",0,168,1665,2005,18
"NOMENJANAHARY, FANILO",0,84,1665,2006,17
"NAKVANICH, SAHAPOL",0,112,1665,1969,54
"MIKKO, RONDO",0,66,1665,2007,16
ARQAM HAROON,0,121,1665,1989,34
"JAFAR, ABDUL KHALIQ",0,103,1665,1964,59
"CASTRO ULLOA, ROLANDO",0,89,1665,1999,24
"PRAJAPATI, BHAIRAJA",0,119,1664,1978,45
"YEUNG, JASON",0,156,1664,2006,17
"COLLANTES, JUAN RAMON",0,83,1664,1957,66
"FLORES, ANGEL ALEJANDRO",0,105,1664,2003,20
HLYAN BHONE HTET,0,88,1664,2000,23
"KURITTO, DOUGLAS",0,149,1664,1984,39
"MENA VILCHEZ, ULISES",0,89,1664,1952,71
"MICHUKI, FRANCIS",0,149,1664,1997,26
"SIHLONGONYANE, SIKHANYISO",2,182,1664,1998,25
ONKGOLOTSE BAKGOBI,0,125,1663,2002,21
"SEYILHANOVA, GULMIRA",0,70,1663,2008,15
NICOLAS CARBONELL,0,183,1663,1965,58
"MARANI, CALEB",0,149,1663,1999,24
"HAILE , LIDET ABATE",0,138,1663,1996,27
GOTHUSAONE LAOLANG,0,125,1663,1991,32
"AMEWOUNOU, KOMLAN KOUESSAN",0,148,1663,1983,40
"RODRIGUEZ LASCANO, ELIUT BOOZ",0,83,1662,1971,52
"SATTAROV, ABDUKARIM",0,45,1662,1978,45
"SEVAN, KRIKORIAN",0,103,1662,1997,26
"GONZALES GODOY, CARLOS",0,114,1662,2002,21
LEFHIKA DINAKE,0,125,1662,1993,30
"NDIRANGU, JOYCE NYARUAI",1,149,1662,1995,28
"NUNEZ GILER, FANNY",3,82,1662,2001,22
ABDUL QAYYUM,0,121,1662,1992,31
"AL AMARI, MOHAMMED",0,142,1662,1991,32
"AMARAL, JEMITO DE JESUS",0,176,1662,2001,22
"BOGANTES ROBLETO, KARINA",0,89,1662,1994,29
"ZAPATA, REYNALDO",0,99,1661,1998,25
CHIGHALI CHEIKH TIJANI,0,141,1661,1982,41
BOTLHE LEKANG,0,125,1661,2004,19
"ALFAHMI, MOHAMMED SAED",0,146,1661,1997,26
"KAISE, ONEAL",0,156,1661,2004,19
"JOENSEN, GUNNAR",0,57,1661,1948,75
"AGRAWAL, SITARAM",0,119,1661,1945,78
"TIMALSINA, KHOM PRASAD",0,119,1661,1985,38
"GAARD, JASPUR T.",0,57,1661,1985,38
"GUERRA ESPINOSA, RODOLFO DARINEL",0,83,1661,1982,41
"TLHOMAMISANG, LEKHANA",0,125,1661,1981,42
"VERA GAJARDO, JORGE LUIS",0,43,1661,1957,66
"MAWAI, TIT, YUANG",0,127,1660,1986,37
ALJOABA WAEL,0,128,1660,1980,43
"ANDREASEN, JON S.",0,57,1660,1965,58
"DOS RAMOS, GERYEN",0,156,1660,1993,30
"HENRY, MARK",0,118,1660,1974,49
"KIBITA, KALUETO",0,107,1660,1973,50
"MAYEREGGER GONZALEZ, RENATA",0,43,1660,2007,16
MYO MYO THU,0,88,1660,2009,14
"REINHARD PINTO, DIETMAR",0,108,1660,1986,37
"SANJUR RUIZ, CRESCENCIO DE LOS REYES",0,83,1660,1967,56
"VIGNY, PHILIPPE",0,100,1660,1964,59
"SEDER, MOTAZ",0,128,1659,2011,12
"ELIANA, STERLING",0,166,1659,1984,39
"HERNANDEZ, RODOLFO ANIBAL",0,105,1659,1992,31
"MARIN LEON, VALERIA",1,89,1659,2000,23
"RUIZ CACERES, GERMAN",0,105,1659,1948,75
"TAMUHLA, LONDANI",3,125,1659,1999,24
"VEGA JIMENEZ, KEYSHLA M.",1,115,1659,1992,31
"FELIX, DOMINGOS",0,107,1658,2004,19
"TYNYBEKOV, BAKYT",0,97,1658,2003,20
"GONZALEZ CACERES, AMIN ORESTE",0,117,1658,2004,19
"JASIMI, ALFRED",0,68,1658,1984,39
"MASMALIYEV, VAHID",0,126,1658,1992,31
MOHAMED ALI DIMA,0,153,1658,1985,38
OSMAN IBRAHEEM,0,123,1658,1973,50
"SUBBA, SHEM",0,119,1658,2004,19
"ANIM-ADDO, GEORGE",0,155,1657,1996,27
"SAUCEDO, MOISES",0,43,1657,1968,55
"OKAYAMA, RYOTA",0,95,1657,2007,16
"NG, KWONG LAI",0,129,1657,2003,20
"MWASHE, PHILIP",0,149,1657,1976,47
"KIM, DOYUN",0,77,1657,1988,35
"HOE, CHEW MING THOMAS",0,52,1657,1962,61
"FEKEDE , DAGIM TIRUNEH",0,138,1657,2004,19
"ACHARYA, SABIN",0,119,1657,1994,29
"ELMOIZ, MOHAMMED MOSA",0,123,1657,1977,46
"ALI, SAKARNAH",0,103,1656,1976,47
"ANDRIAMANANTENA, HAJATIANA",0,84,1656,1968,55
"BATMANLAI, MUNKHZUL",0,65,1656,2012,11
"BUMBAYAR, OCHIRKHUU",0,65,1656,2005,18
"CHAUDHARY, MAHESH KUMAR",0,119,1656,1985,38
CHEIKH MOHAMED SAAD BEDI,0,141,1656,1996,27
HABULEZI JOSEPH,0,125,1656,1992,31
"KAMBOR MARVIS KARMBOR, SR.",0,162,1656,1976,47
KASONGO KAZADI OLIVIER,0,181,1656,1987,36
"KAZAKBAEV, SEZDBEK",0,97,1656,1961,62
"PICOTEIRO MORAIS, LUIS",0,75,1656,1969,54
"ROMERO VILLARROEL, RODRIGO EVER",0,99,1656,2007,16
YOUNG LOURDES,0,149,1656,1998,25
"PROMINSKI, NICOLAE",0,50,1655,1999,24
"BADI, ALMUETASIM BILLALAH ABDULALI",0,133,1655,1997,26
"BELLOTA ICHASO, JOSUE",0,99,1655,2003,20
"CHEMJONG, PRASANTA DAS",0,119,1655,1990,33
"GHIMIRE, BISHWO BIJAY",0,119,1655,1970,53
"HAMOUSHI, MOHAMAD ALI",0,116,1655,1995,28
MOHAMED ABDELKADER MOHAMED LEMIN,0,141,1655,1979,44
"QAYSEYEH, NABEEL",0,128,1655,1987,36
"ALZILITINI, LUWI ABDULSALAM",0,133,1655,1993,30
AHMAD JOBAH,0,128,1654,1980,43
"THORNTON, FILIPINA",3,126,1654,1977,46
RAKAN DASA,0,103,1654,2009,14
HUSSAIN VISHAU MOHAMED,0,158,1654,1984,39
"HOXHA, AGIM",0,68,1654,1960,63
"BATBAATAR, BAATAR",0,65,1654,2012,11
"ALGHARYANI, HAMZAH ALNAJI",0,133,1654,1999,24
"LEARDINI, MIRKO",0,172,1653,1984,39
"RIQUELME, ANDRES",0,43,1653,1969,54
"AL JABRI, RASHID",0,142,1653,1990,33
"EVTODIENKO, FEODOR",0,50,1653,1977,46
"FERNANDES, LUIS DE PINA",0,75,1653,1966,57
"MARTINEZ, MARLON",0,114,1653,1975,48
"BAKER, JOHN",0,126,1652,1948,75
AGOOT ABUK AGOOT,0,127,1652,1993,30
INAAM ULLAH,0,121,1652,1983,40
"JOAO, DELFINA",1,107,1652,1999,24
"MIRANDA JARQUIN, EDUARDO MODESTO",0,117,1652,1997,26
"SAAG, ENITH LI",0,66,1652,1994,29
MOKGATHI KEBONYEPHENYO,0,125,1651,2001,22
"NETO, ROBERTO",0,154,1651,1997,26
"PEDRO, ADRIANO",0,107,1651,2002,21
"RUIZ ZURITA, CESAR",0,82,1651,2005,18
"ALADSANI, SAMER",0,164,1651,2002,21
"CECOI, MIHAI",0,50,1651,2008,15
"CESPEDES, SANDRA",0,99,1651,1987,36
"MYADAG, TSAGAANKHUU",0,65,1651,1946,77
"ZAIGUA PEDRAZA, CARLOS",0,99,1650,1984,39
JAMES SORSOR,0,162,1650,1986,37
"CHRISTOFFERSEN, HERI",0,57,1650,1972,51
"CHRISTIANSEN, RAGNAR",0,57,1650,1992,31
"BA AMIR, MURAD",0,96,1650,2000,23
"NAVRUZMAMADOV, RAMZI",0,45,1649,2008,15
"AL HOUTI, HOUD",0,142,1649,1975,48
"RICHARDS, JOHN",0,126,1649,1966,57
"ALMAINI, AISHAH SARHAN",0,23,1649,2002,21
"BALDELOMAR, CARLOS MARCELO",0,105,1649,1985,38
"HANSEN, HANS KARI",0,57,1649,1970,53
JERE JOSEPH,0,139,1649,1986,37
"CARQUETE, GALILEI",0,132,1648,2006,17
"ALGARGANI, MOHAMED ABDUALGADEER",0,133,1648,1988,35
"CARBALLO LEMUS, VICTOR G.",0,108,1648,2008,15
"FRANKEN, ANGELO",0,91,1648,1989,34
"KIONGA, ANTHONY",0,149,1648,1993,30
"LUIS, ALEXANDRE",0,107,1648,1995,28
OYUNGEREL SHARAVDORJ,0,65,1648,2010,13
"RAI, SURENDRA KUMAR",0,119,1648,1974,49
"SOARES, CELINO",0,176,1648,1986,37
TAREG ABDELGADER,0,123,1648,1977,46
"TUGULDUR, SONINBAYAR",0,65,1648,2009,14
"SCHMIDT, MAIT",0,66,1647,1960,63
"YASUNO, NAOKI",0,95,1647,1995,28
"ZHUNUSBEKOVA, AIMONCHOK",0,97,1647,2009,14
"RAMOS DONAIRE, MARIA PRADI",0,114,1647,2002,21
"RECHI MONTES, ARITZ",0,72,1647,1980,43
"RUNNEL, SIMO",0,66,1647,1977,46
SAMUEL MERHAWI GEBREHIWET,0,160,1647,1988,35
"SHAH, UMESH",0,119,1647,1991,32
"ACAPA MAMANI, JHONATHAN",0,99,1647,2003,20
AMAKO MARC ARNOLD,0,140,1647,1989,34
ARSH SHAH,0,129,1647,2007,16
"GAZALOV, AZIZ",0,45,1647,1974,49
"HONGO, VICTOR MACHEL",0,149,1647,1987,36
"IBRAHIM, AYMAN",0,126,1647,1966,57
"JOUNI, HASSAN",0,116,1647,1970,53
"LOPEZ SANCHEZ, ALEXI",0,99,1647,1993,30
"MENDOZA, JONATHAN",0,108,1647,1988,35
"NASCIMENTO, MARIO MELO",0,176,1647,1991,32
"OMITHA, GEORGE",0,149,1647,1990,33
"ALHINDY, GHASAN",0,128,1646,1973,50
"MAHARJAN, DIPAK",0,119,1646,1974,49
"MISSENGO, ORLANDO",0,107,1646,1999,24
"MORA STEINER, SEBASTIAN",0,89,1646,1983,40
"RAMANGALAHY,EMANNUEL",0,84,1646,2000,23
"CHOI, HYUNSOON",0,77,1645,1969,54
"VANDUNEM, JOEL",0,107,1645,1995,28
"THOMPSON, BORIS",0,113,1645,1991,32
"SUVANBEKOV, JAHANGIR",0,97,1645,2006,17
REHAN KHAN,0,121,1645,1998,25
NGUEFACK TATOU LAUREL,0,151,1645,1989,34
KITSO INNOCENT KGOSIETSILE,0,125,1645,2003,20
EMILTON ALEXANDRE,0,132,1645,1997,26
"AL MASHLI, THABIT",0,142,1645,1995,28
"DHUNGEL, UTTAM",0,119,1645,1996,27
MAGOGODI OBAKENG,0,125,1644,1993,30
"BARROS, LUIS",0,75,1644,1975,48
"CHUNG, DANIEL",0,94,1644,2007,16
"EARLAM, ANTHONY",0,113,1644,1938,85
HUSSEIN SIDDIG MOHAMED,0,123,1644,1978,45
"KIMARO, GODLOVE",0,180,1644,1977,46
"MONTIEL CACERES, HELEN",1,43,1644,2006,17
"PANDEY, BHEEM DATT",0,119,1644,1973,50
"ZHANYBEKOVA, BEGIMAY",0,97,1644,2007,16
"DOS SANTOS, GRIMALDO",0,107,1643,2003,20
"ELBARAG, SAGI BASHIR",0,133,1643,2000,23
"GURETCHII, KIRILL",0,50,1643,2010,13
"RIOS PEREZ, RICARDO DANIEL",0,99,1643,2004,19
RAHERIMALALA ANDRITIANA,0,84,1643,1970,53
"PARPALAC, VADIM",0,50,1643,1974,49
KELEMOGILE DINOTE,0,125,1643,1999,24
JUACH DENG MAROL,0,127,1643,1997,26
MAWULI RICHARDSON,0,155,1642,2008,15
"ORUKE, GLEN KINGOINA",0,149,1642,1998,25
"SIU, KAM WA",0,129,1642,1984,39
"ALEM, ALI HUSSAIN",0,146,1642,1976,47
"ANGDEMBE, KHAGENDRA KUMAR",0,119,1642,1984,39
"CARDOSO, BRUNO ARTUR",0,132,1642,1999,24
"MOUGHAMES, RONALD",0,116,1642,1992,31
"ROVARETTI, DAVID",0,94,1641,1966,57
WESLEY OBEY,0,162,1641,1966,57
"ARTYKOV, AHMET",0,70,1641,2011,12
"DEMIRAJ, GAZMENT",0,68,1641,1975,48
RIVERA MARIO ALFREDO,0,105,1641,1962,61
"PORTILLO, ROBERTO EMMANUEL",0,114,1640,1991,32
"SOLARES GODOY, PABLO ANDRES",0,108,1640,1998,25
"VALVERDE, PEDRO",0,99,1640,1974,49
"AL AMERY, HAITHAM",0,23,1640,1991,32
BANDA NATALIE KATLO,1,125,1640,2007,16
"GAOSEB, MANFREDO",0,124,1640,2003,20
JIBRAN BILGRAMI,0,121,1640,1998,25
"PUNGO, HONORATO",0,107,1640,2002,21
"AL MAQBALI, FAHAM SAID",0,142,1639,1968,55
"RAMALANJAONA, ANDRIANANTENAINA",0,84,1639,1985,38
"GHIMIRE, DILLIRAM",0,119,1639,1994,29
"KAKISHIMA, HINATA",0,95,1639,1993,30
"PROMMUANG, ARAYA",1,112,1639,2007,16
"FRUTOS MORENO, CARLOS MANUEL",0,43,1638,2007,16
"DOS REIS, TITO",2,176,1638,1961,62
"BAJRAKTARI, BESNIK",0,68,1638,1957,66
"TSAI, DMITRII",0,97,1637,1950,73
"RADWAN, MAHMOUD J",0,128,1637,2003,20
"RAMOS PROANO, LEONARDO",0,82,1637,2006,17
"MCDONALD, ANGELUS-SEREN",0,118,1636,2004,19
REHAN KHAN NASIR,0,121,1636,2012,11
"KIM, TAEWOO A",0,77,1636,2002,21
"GOMAN, COLIN",0,157,1636,1957,66
"BOHM, MAXWELL",0,148,1636,2001,22
"ALMENDARES SALAZAR, JORGE",0,114,1636,1995,28
"ABAEVA, AIANA",0,97,1636,2009,14
"FADHIL, ABDULLAH SALIM",0,142,1635,1993,30
"ANTONIO, GERMANO",0,107,1635,2000,23
"GIDEY , BERHANE TILAHUN",0,138,1635,1947,76
"AIKINS, DWAMENA AKENTEN",0,155,1635,1998,25
"VASQUEZ JAEN, LOURDES LORENA",0,83,1635,2003,20
BELLAL TIYEB,0,141,1635,1985,38
"LIMBU, RAJ",0,119,1634,1992,31
"GARCIA, ANDREA NICOLE",1,114,1634,1996,27
"MENEZES, YANILSON",0,107,1634,2003,20
MWANGI MIKE NJOROGE,0,149,1634,2001,22
"GALLEGOS MATA, ERICK",0,114,1633,1995,28
"VELLA, TIMOTHY",0,126,1633,2003,20
"SEVILLA MENOCAL, AXELL FARATH",0,117,1633,2005,18
"SALINAS BARRIOS, MIGUEL",0,43,1633,1983,40
"NAM, KANGHYEON",0,77,1633,2001,22
MOKGATHI GOMOLEMO,0,125,1633,2004,19
"MAHMADYOROV, SOBIR",0,45,1633,1986,37
JAMES EMANIKOR,0,149,1633,1990,33
"ARGUETA, DOUGLAS",0,114,1633,2000,23
"BK, MANOJ",0,119,1633,1980,43
"SEINE, ROSE BERLINE",0,143,1632,2004,19
"GURI, ADRIAN",0,68,1632,2007,16
"HANSEN, JOHAN E.",0,57,1632,1977,46
"KIREGA, TITUS MWANGI",0,149,1632,1989,34
"MUNYI, MARK NDERITU",0,149,1632,1990,33
"NG MORA, JOSHUA",0,115,1632,1992,31
"OLA ,BILAL",0,102,1632,2005,18
"ZAHRAH,ALI.",0,102,1632,2006,17
"AJAVON, AYAYI JEAN LE CLAIR",0,148,1632,1984,39
"ALSEMAIRI, DALIA",0,146,1632,1986,37
"AKHANYINYA, BRYAN TOBOSO",0,149,1631,1986,37
"AMGALAN, DORJGOTOV",0,65,1631,1943,80
"ARAUZ ESPINOZA, DOUGLAS ARIEL",0,117,1631,2008,15
GUNGAA. TSEGMID,0,65,1631,1953,70
"KICHUK, TATIANA",0,50,1631,1965,58
"LOPES, JOSE ALARICO SANTOS",0,176,1631,1980,43
"YASIR, IBRAHIM BALA",0,123,1631,1977,46
"UIBOKANT, KARL OSKAR",0,66,1630,2004,19
ABD ALLAH SALAMA,0,128,1630,1997,26
"ALDABAR, HAMZA MOHAMED",0,133,1630,1971,52
"GONZALEZ RAMIREZ, YARIBETH",1,83,1630,1986,37
"INTERIANO MONTOYA, ROBERTO",0,114,1630,1973,50
"ISIRAILOV, TYNAR",0,97,1630,1972,51
"LUSHER , MARK",0,100,1630,1970,53
"MOUZANGUENO, ALIONE",0,107,1630,1994,29
"SARYEV,AZIM",0,70,1630,2007,16
"TASHI, JOSIF",0,68,1630,1947,76
"YADAK, ABED RAHMAN",0,128,1630,1960,63
"NDONYE, NICODEMUS",0,149,1629,1989,34
"ALCON LLOSADA, JAUME",0,72,1629,2006,17
"ALHAMMOURI, ABDULNASER",0,128,1629,2008,15
"NYAKUNDI, ZADOCK",0,149,1629,2001,22
"OMERI, EKLEA",0,68,1629,2008,15
"POAQUIZA YUMBULEMA, JONATHAN",0,82,1629,1999,24
"QUESADA GUEVARA, MAX",0,89,1629,1969,54
"SAWMYNADEN, VICKEN",0,163,1629,1995,28
"DEBES, INGOLF",0,57,1629,1968,55
"FILISMINO, PASCOAL",0,107,1629,1985,38
"GUINZO VERA, FREISER RONY",0,82,1629,2001,22
MOHAMMAD EBAD UR REHMAN,0,121,1629,1995,28
KAO CHAMEYA,0,125,1628,2003,20
"MONGE, RAFAEL",0,105,1628,1982,41
"NAZAROV, ALI",0,45,1628,1974,49
"OUMA, JAVAN",0,149,1628,1998,25
"PEDROSA CLASS, JOSE D.",0,115,1628,1997,26
"SEZDBEKOVA, AIZHAN",0,97,1628,2010,13
"TABE, MASAHARU",0,95,1628,1959,64
THAPELO TSEBETSAME,0,125,1628,2005,18
"GUEVARA RUIZ, MARVIN ANDRES",0,105,1628,2009,14
"KHASCHULUU, SERGELENBAATAR",0,65,1628,2006,17
"DANIEL, FRANKLIN APOLINARIO ANTONIO",0,107,1627,2002,21
"EBRAHIM,ZAIN.",0,102,1627,2009,14
"JUNG, INJE",0,77,1627,1991,32
"LAMA, BASANTA",0,119,1627,1963,60
"LOPEZ TERCERO, ENDERS WILFREDO",0,117,1627,1993,30
"MAIA, HARRY",0,132,1627,2005,18
MALINGA LUNGA,0,182,1627,2000,23
"MAYTA AIZA, VICMAR",0,99,1627,2003,20
AHMED ABOOBAKURU,0,158,1627,1980,43
"ATTIR, ABDURRAHMAN",0,133,1627,1988,35
"CASTANEDA HERNANDEZ, MARIANO ENRIQUE",0,108,1627,1987,36
"DRAYTON, DOFF",0,86,1627,1955,68
"AL HOSNI, KHALFAN",0,142,1626,1991,32
"EMANA , AMANUEL DIRIBA",0,138,1626,1994,29
FERNANDEZ DENIS,0,105,1626,2001,22
"GARCIA BELTRAN, BRYAN",0,114,1626,1996,27
"HODGSON, NORMAN",0,130,1626,1963,60
"IULDASHEV, AKMATALY",0,97,1626,1981,42
MADELTA GLENDA,0,149,1626,2000,23
"KOKK, KARL MATTIAS",0,66,1626,2007,16
"MEDRANO, DANIEL",0,105,1626,2002,21
MOHAMMAD HARAHSHEH,0,103,1626,2002,21
MUHAMMAD FAIZAN FAREED,0,121,1626,2004,19
MUHAMMAD SHEHRYAR NAJMI,0,121,1626,2002,21
"SCHWABE RIVERA, ULRICH",0,115,1626,1953,70
"SHIN, JINAN",0,77,1626,1974,49
"WEBER, GUS",0,137,1626,2011,12
"COLLINS, JERRY",0,149,1626,1990,33
"LOCKHART, KENVILLE",0,173,1625,1985,38
"ABOUZOUR, MASOUD",0,128,1625,2005,18
"BATTSENGEL, NANDIN-ERDENE",0,65,1625,2009,14
"BERDIBAEVA, EDISA",0,97,1625,2010,13
"BOLO, RONALD",0,149,1625,1994,29
"BONGO NGOMBELE, TARY",0,167,1625,2005,18
"EZIZOVA, BAGUL",1,70,1625,2006,17
"GONZALEZ LOAIZA, ROBERTH ALBERTO",0,82,1625,2006,17
"MONTHER, ALFARDAN",0,122,1625,1980,43
"REQUENA TORRES, LUIS A.",0,115,1625,1974,49
"ROMERO, GABRIEL",0,114,1625,1999,24
"SUNOQROT, MOATH",0,128,1625,1994,29
"YU, BEI HAO",0,52,1625,2009,14
KLOUB.M,0,103,1624,1975,48
"MSUKWA, KEZZIE",0,139,1624,1966,57
OMER MOHAMED MAHJOUB,0,123,1624,1989,34
"OWEN, KELVIN OTIENO",0,149,1624,1992,31
"RAMIREZ ZEA, RAFAEL J.",0,115,1624,2008,15
"AL AMRI, MAHAD",0,142,1624,1992,31
DOJO EZEKIEL,0,127,1624,1984,39
MUHAMMAD TAHIR MUSTAFA,0,121,1623,2006,17
ADIL MUSA HUSSAIN,0,123,1623,1975,48
"DEMCIUC, VASILE",0,50,1623,2010,13
"ANDRIANOMENJANAHARY, NOAH",0,84,1623,1987,36
"ZGETA, FAISAL MOHAMED",0,133,1623,1976,47
"TSOGTBAYAR, BATLUT",0,65,1623,2005,18
"TALEKA, JED SELU",0,171,1623,1976,47
"TAKENOUCHI, ATSUSHI",0,95,1623,1999,24
"PENA BALTODANO, JEFERSON NAZAREO",0,117,1623,1993,30
"NORI, ASHRAF",0,128,1623,2002,21
"PONTES, ALBERTO",0,152,1622,1970,53
"AL KATHIRI, SALIM SAID",2,142,1622,1983,40
"KONSTANTINOU, THERAPON",0,120,1622,1997,26
"MOATH, KORDYA",0,128,1622,2006,17
"NZIOKI, THOMAS",0,149,1622,1985,38
"SANDOVAL, MARIO",0,105,1622,1950,73
"DA SILVA, LUIS",0,176,1621,1996,27
"BEN HAMED, MOHAMED SALEM",0,133,1621,1985,38
"TORALES G., IVAN ALEJANDRO B.",0,43,1621,2012,11
SOULIMAN IDRIS,0,123,1621,1969,54
"MASAITI, GIDEON",0,125,1621,2004,19
"KIM, SUNGMIN",0,77,1621,2000,23
KARA LOUIS,0,180,1621,1987,36
ABERI SHEM,0,149,1620,2000,23
