name,title,country,elo,birth_year,approx_age
"DALY, COLM",4,80,2207,1967,56
"FLUECKIGER, THOMAS",0,48,2207,1968,55
"GALCHENKO, VADIM",0,53,2207,1998,25
"IBRAHIMOVA, SABINA",5,8,2207,1995,28
"JOVANOVIC, SLADJAN",0,48,2207,1983,40
"LORA, JOEL FERNANDO",0,63,2207,1981,42
"NURZHANOV, TIMUR",4,41,2207,2001,22
"OATLHOTSE, PROVIDENCE",6,125,2207,1985,38
"OSUNFUYI , ABIMBOLA",4,110,2207,1994,29
"RAMIREZ MARIN, IVAN",0,62,2207,1994,29
"SANCHEZ, VICTOR HUGO",4,63,2207,1965,58
"TRUMIC, ENES",0,55,2207,1964,59
"TURAYEV, SHAHRUH",0,70,2207,1994,29
"VOJINOV, DANIJEL",0,31,2207,1984,39
"YAMADA, KOHEI",4,95,2207,1988,35
"ORAGWU, CHUKWUNONSO",4,110,2206,1990,33
"PLESEC, DAMJAN",4,31,2206,1957,66
"SANDHOLM, KLAS",2,53,2206,1969,54
"VOLKOV, NIKA",2,47,2206,1994,29
"GREGORIC, ANDRAZ",0,31,2206,2007,16
"BARBARIA, YACINE",0,87,2206,1987,36
"DAHL, TRYGVE",4,1,2206,2000,23
"HAARR, JON KRISTIAN",2,1,2206,1992,31
"HENTUNEN, ASKO",4,53,2206,1959,64
"KAVCIC, UROS",0,31,2206,1981,42
"KISLOV, OLEG",4,58,2206,1988,35
"LOAY, SAMEER",6,103,2206,2002,21
"NEMETH JUNIOR, HENRIQUE",0,42,2206,1995,28
"SANDALAKIS, NIKOLAOS",2,33,2205,1994,29
"VERKASALO, TOMMI",4,126,2205,1982,41
"YEGANEGI, BARAD",0,13,2205,2011,12
"ZHANG, LANLIN",0,3,2205,1999,24
"ABDULLAYEV, ELSHAD",0,8,2205,1991,32
"ANDYKA, PITRA",6,67,2205,1985,38
"DOMINGUEZ, RAMIRO",4,63,2205,1986,37
KO KO OHN,4,88,2205,1964,59
"MARRUJO PARDO, MAURICIO EMMANUEL",0,34,2205,2010,13
"ULE, EVALD",0,31,2205,1953,70
"OSTENSEN, NICOLAI MAXIME",2,1,2204,2009,14
"ABBES, ALI",2,87,2204,1973,50
"AGHAEI, ALIREZA",0,13,2204,1996,27
"AHMED, ABUZIED",2,123,2204,1984,39
"DAULETOVA, GULMIRA",7,41,2204,1988,35
"PAPPELIS, DIMITRIOS",2,33,2204,1994,29
"SILBERRING, PAWEL",0,48,2204,1956,67
"TAGELSIR , ABUBAKER",4,123,2204,1982,41
"ZHANG, JILIN",7,49,2204,1986,37
"ZWEIFEL, RICHARD",0,48,2204,1973,50
"EL GHAZALI, YOUSSEF M.",6,19,2203,1957,66
"YADEGAR, RADIN",0,13,2203,2010,13
"WOONG, ZHI WEI WILLIAM",2,52,2203,2001,22
"VISA JORDANA, JOEL",0,72,2203,1989,34
"VALIZADEH, ALI",4,13,2203,1995,28
"PETROV, DMITRI",0,66,2203,1998,25
"NIKOLAOU, GEORGIOS",4,33,2203,1980,43
"KHATIBI, MEYSAM",0,13,2203,1993,30
"KASHEBAYEV, AZAMAT",0,41,2203,1990,33
KABWE TIMOTHY,0,93,2203,1983,40
"ISSABAYEV, DIAS",4,41,2203,1988,35
"HERNANDEZ GUERRERO, EDUARDO",4,62,2203,1968,55
"HADZIMANOLIS, ANTONIOS",4,33,2203,1978,45
"GANTAR, JAN",0,31,2203,1992,31
"FRANCA, WILLIAN BENTO",0,42,2202,1993,30
"ABDELAZEEZ, MOHAMED ABDALLA",4,123,2202,1988,35
"BARADARAN TAMADON, ARIAN",0,13,2202,2005,18
"CUNJALO, FARIS",2,55,2202,1997,26
"EVERETT, ELIJAH",0,94,2202,1998,25
"KVISLA, JOHANNES LUANGTEP",4,1,2202,1990,33
"LAZO, ANDREI",4,50,2202,1984,39
"LEHTO, ANTTI",0,53,2202,1970,53
"LONGA YAUCA, JAVIER",0,27,2202,1964,59
"RUSEV, JELIAZKO",0,12,2202,1976,47
"SADEH, SHAHIN",4,13,2202,1990,33
"SHAFI, DECLAN",0,60,2202,2000,23
"VUELBAN, VIRGILIO",6,56,2202,1972,51
"SINITSINA, ANASTASSIA",3,66,2201,2004,19
"SHARBAF, MOHSEN",6,13,2201,1983,40
"OKEMAKINDE, TOLUWANIMI",0,110,2201,2002,21
"NIELSEN, ANDRE",4,1,2201,2002,21
"MILIC, GORAN",0,59,2201,1969,54
"MIERINS, EMILS JANIS",0,38,2201,2005,18
"WYSS, JONAS",4,48,2201,1987,36
"YANG,CHING WEI, AUSTIN",4,71,2201,1998,25
"ZHOU, QIYU",4,40,2201,2000,23
"ABRANTES, TIAGO GARRIDO",0,42,2201,1977,46
"DOMINGOS, CATARINO",6,107,2201,1977,46
DZITHTHAULY RAMADHAN,0,67,2201,2002,21
"FERREIRA, LUIS PEDRO",0,69,2201,1998,25
"MANSOUR, SAMEER",6,103,2201,1964,59
"VALIYEV, SHAHIN",0,8,2201,2007,16
"FATEHY, TAREK",0,19,2200,1974,49
GONG THON GONG,0,127,2200,1999,24
"HAMIDI, AMIR MOHAMMAD",4,13,2200,1997,26
HANS PUSUNG,0,67,2200,1965,58
IRWANDI,0,67,2200,1980,43
"JEMAI, AKRAM",0,87,2200,1986,37
"KLAASEN, CALVIN JOHN",4,90,2200,1987,36
"KRISTE, VINCENT",0,48,2200,1979,44
"ZEYNALLI, RASHAD",4,8,2200,1994,29
"CARBAJAL, AUGUSTO",0,27,2200,1975,48
"FRANSSILA, TOMMI",0,53,2200,1969,54
"DA SILVA BORGES, RODRIGO",0,42,2199,1988,35
"CIFUENTES, JOHN JAIRO",6,63,2199,1982,41
"DENYS, ALEX",4,39,2199,1958,65
"DIMOV, DIAN",4,12,2199,1974,49
"KREKEN, EIVIND GRUNT",0,1,2199,2006,17
"MICHEL YUNIS, CHRISTIAN D.",6,128,2199,1968,55
"MOHAMED AHMED, KHALED",4,19,2199,1967,56
"NADERA, BARLO A.",6,56,2199,1965,58
"OMARSSON, DADI",0,61,2199,1991,32
"SERIKBAY, ASSEL",5,41,2199,2002,21
"TUONONEN, JANNE",0,53,2199,1988,35
"COROVIC, SEAN",0,55,2198,1983,40
"VARLEY, PETER",4,94,2198,1957,66
"VAKEVA, JANI",0,53,2198,1971,52
"STEPONAVICIUS, STASYS",0,54,2198,1978,45
"PULKKINEN, KARI",4,53,2198,1966,57
"PETROV, IVAN",0,12,2198,1972,51
"MIFSUD, TIMOTHY",2,126,2198,1979,44
"MACKINNON, KEITH",0,40,2198,1993,30
"GUDMUNDSSON, KRISTJAN",0,61,2198,1953,70
"BABAYEV, TALIB",6,8,2198,1971,52
"DALAKLIS, GEORGIOS",0,33,2198,1985,38
"VAN HASSELT, FRANK",0,129,2197,1968,55
"CROAD, NICOLAS",4,104,2197,1980,43
"CHU, RUOTONG",5,3,2197,2001,22
"RODRIGUEZ RUEDA, PAULA ANDREA",6,63,2197,1996,27
"BALIASNYJ, TIMUR",0,54,2197,1965,58
"BHAWOODIEN, MOHAMED OZAYR",4,90,2197,1994,29
"BOUAZIZ, MEHDI",4,87,2197,1983,40
"FEROZKOHI, IHSAN",0,49,2197,1988,35
"FLORES CUBAS, MIGUEL",0,27,2197,1989,34
"RODRIGUEZ NUNEZ, JOSE ALTAGRACIA",0,92,2197,1969,54
"CHAN, LUIS",4,49,2197,2003,20
"SADKOWSKI, DANIEL",4,39,2197,1961,62
"SHEHZAD, SHAZIL",0,1,2197,2006,17
"BANH, GIA HUY",4,11,2196,2009,14
"CAMACHO CAMPUSANO, DAVID DANIEL",4,92,2196,1993,30
"DEGENBAEV, AZIZ",0,97,2196,2005,18
"EIKELAND, ERIK",0,1,2196,1980,43
"JELCIC, MARKO",0,55,2196,1984,39
"PALDANIUS, PEKKA",0,53,2196,1960,63
"MARIANO, NELSON III",4,56,2196,1990,33
"MAKSIMENKO, VIKTOR",4,41,2196,1971,52
"LAIHONEN, PETTERI",0,53,2196,1972,51
"JEVTIC, SRETEN",0,55,2196,1982,41
"ZVAN, ZIGA",4,31,2196,1981,42
"URBINA, RICARDO",6,114,2196,1977,46
"TAIVAINEN, JUKKA",0,53,2196,1977,46
"SUN, FANGHUI",5,3,2196,1993,30
"SALIH, AKAR ALI SALIH",4,106,2196,1990,33
"JERAN, BOSTJAN",2,31,2196,1977,46
"BUI, TRONG HAO",4,11,2196,1995,28
"KABO, MELSED",0,68,2195,1982,41
"LEHTI, JUHANI",0,53,2195,1973,50
"RENTERIA, JORGE",4,63,2195,1974,49
"ROSIC, SLAVKO S",4,55,2195,1952,71
"DE GUELDRE, PHILIPPE",0,39,2195,1984,39
"CADENA M, GUSTAVO ADOLFO",4,63,2195,1993,30
"DELA CRUZ, NOEL",4,56,2195,1977,46
"ANGST, ROBIN",0,48,2195,1994,29
"STIGAR, PETTER",4,1,2195,1961,62
"POLANCO NUNEZ, YOEL ESTARLING",4,92,2195,1986,37
"HOVHANNISYAN, HRAYR",2,18,2195,1998,25
"GREEN, EWEN M",4,104,2194,1950,73
"ANCHEYTA TEJAS, JOSE ALEJANDRO",2,62,2194,1982,41
"CHUA, TZE JAY AZEL",2,52,2194,2003,20
"DAUBENFELD, GILLES",0,85,2194,1985,38
"GONZALEZ PAREJO, RAMON JUNIOR",4,63,2194,1990,33
"GUIMARAES, WAGNER PEIXOTO",4,42,2194,1971,52
"LIPECKI, ALEXANDER",0,48,2194,1973,50
"RISTOJA, JAN",4,53,2194,1975,48
"SIMONSEN, OLAVUR",0,57,2194,1977,46
"ZHU, HONG RUI",4,40,2194,1999,24
"ASGEIRSSON, HEIMIR",0,61,2193,1969,54
"WINTER ATWELL, ADRIAN",4,86,2193,1985,38
"WAGENER, CLAUDE",4,85,2193,1976,47
"VAN MALDER, DRIES",0,39,2193,2002,21
"TRYGGESTAD, ANDREAS GARBERG",4,1,2193,2002,21
"TITICHOCA DAZA, DANIEL",2,99,2193,2003,20
"SEGA, CARLOS ALBERTO",4,42,2193,1967,56
"PETROVSKI, ALEKSANDAR",0,59,2193,1960,63
"PARONDO, ROLLY",0,56,2193,1992,31
"MAGHSOUDLOO, AMIR ALI",0,13,2193,2005,18
"KONG, XIANGRUI",0,3,2193,2009,14
"GONZALEZ, BOLIVAR RIBEIRO",4,42,2193,1965,58
"DOSCHANOV, ZHASLAN",0,41,2193,1992,31
"DIAS, RICARDO PEDRO CRUZ",0,69,2193,2000,23
"DE JONGHE, BRUNO",4,39,2193,1956,67
"BERG-JENSEN, JOACHIM",0,1,2193,1983,40
"BAKHRILLAEV, BAKHROM",0,10,2193,2008,15
"ANDRIASYAN, SIRANUSH",5,18,2192,1986,37
"BERGSSON, STEFAN",0,61,2192,1984,39
"BREZOVAR, MATJAZ",4,31,2192,1966,57
"CORADO PAZ CASTILLO, RAFAEL",2,79,2192,1996,27
"IBRAHIM, HOSAM",0,19,2192,1992,31
"MCPHILLIPS, KARL",4,80,2192,1988,35
"PALMA VILLANUEVA, MIGUEL TA",0,62,2192,2004,19
"RIOS PARRA, ALEJANDRO",6,63,2192,1971,52
"TONCHEVA, NADYA",4,12,2192,2005,18
"VAINIO, VALO",0,53,2192,1981,42
"ZISKA, BOGI",0,57,2192,1966,57
"KYTONIEMI, JYRKI",4,53,2191,1972,51
"JACUTINA, JOHN MERILL",2,56,2191,2000,23
HTAY MIN LWIN,0,88,2191,1978,45
"HAN, JOHNATHAN",4,40,2191,2009,14
"MEDICI, SIMONE",4,48,2191,1991,32
"NAES, FLOVIN TOR",4,57,2191,1978,45
"SIRNIK, BOSTJAN",0,31,2191,1975,48
"GUTIERREZ, RENZO",4,27,2191,1977,46
"ALTANTUYA, BOLDBAATAR",3,65,2191,2005,18
"CHIA, YU ZHE ASHTON",0,52,2191,2008,15
"TITAN, MATEJ",0,31,2190,1992,31
"BOZINAKIS, PAVLOS",0,33,2190,1990,33
"CHUBAKOV, SULTAN",0,97,2190,2007,16
"HOKKANEN, PETRI",4,53,2190,1972,51
"DIJCKMANS, BJORN",0,39,2190,1974,49
"JOHN, HENRY",0,127,2190,1979,44
"MANNION, STEPHEN R",6,60,2190,1964,59
"MESIC, ISMET",4,55,2190,2007,16
"NEVANLINNA, RISTO",4,53,2190,1960,63
"OBAD, ANDRIJA",4,55,2190,1969,54
"OLIVEIRA, JONATHAN DE",0,42,2190,1992,31
"PAREDES GUZMAN, FRANCISCO JAVIER",0,62,2190,2006,17
"RAMOS, DOMINGO",6,95,2190,1960,63
"SALIHU, SAMI",0,76,2190,1962,61
"ASGARI, MORTEZA",4,13,2189,1979,44
ALBADRI ABD AL SATTAR,2,106,2189,1966,57
"BARRIGA SILVA, FELIPE",0,34,2189,1999,24
"CAMPOS, EUGENIO",6,107,2189,1975,48
"MAGALAKIS, STEFANOS",0,33,2189,2007,16
"PATSIA, ZVIAD",0,47,2189,1991,32
"RAMIREZ OSIO, JULIO ADRIAN",2,62,2189,1994,29
"SOBHY, RAAFAT",0,19,2189,1964,59
"STRUGNELL, CARL",4,94,2188,1981,42
"VILLANUEVA, NELSON",4,56,2188,1980,43
"ZHOU, GUIJUE",5,3,2188,1985,38
"MOREIS, AMGAD",0,19,2188,1991,32
"CHATTERJEE, DEBARAJ",4,78,2188,1980,43
"DAVILA, CARLOS",6,117,2188,1971,52
"CASTELLANO, CHRISTOPHER",4,56,2188,1978,45
"HAKIM, NUH",0,67,2188,1998,25
"KRISTINSSON, BALDUR",0,61,2188,1970,53
"MAZHKENOV, ALISHER",0,41,2188,2003,20
"MULENGA, PRINCE DANIEL",4,93,2188,1992,31
"O'CINNEIDE, MEL",0,80,2188,1965,58
"PETTINGER, JEAN-PAUL",0,85,2188,1978,45
"QIU, MENGJIE",5,3,2188,1995,28
"CASTELLANOS VILLELA, ALEJANDRO",2,34,2188,2004,19
"EL TERS, ANTOUAN",0,37,2188,1963,60
"ANDREASEN, JOAN HENDRIK",0,57,2187,1970,53
"BORGES, GUILHERME DEOLA",0,42,2187,1985,38
"CAGLIUMI, RODRIGO CESAR",0,42,2187,1982,41
"GUREVICH, ARTJOM",0,40,2187,1983,40
"KIVISTO, MIKKO",4,53,2187,1963,60
"NIYAZMETOV, RUSLAN",0,10,2187,1978,45
"ORTIZ VERDEZOTO, ANAHI",5,82,2187,2001,22
"RISTOJA, SAMU",0,53,2187,1985,38
"ROESSLER, ECKHARD",0,39,2187,1968,55
"ZAKSAITE, SALOMEJA",5,54,2187,1985,38
"BOLZONI, VICTOR-ANGEL",4,39,2186,1962,61
"ANAND, BATSUKH",4,65,2186,2008,15
"ANDRADE, JOSE M VIEIRA",4,69,2186,1978,45
"BURGOS FIGUEROA, CARLOS E.",6,105,2186,1979,44
"DAURIMBETOV, AZAMAT",4,10,2186,1986,37
"FEJZULLAHU, AFRIM",4,76,2186,1969,54
"GHANBARZADEH, REZA",0,13,2186,2000,23
"KOSOKIN, VALERIY",0,10,2186,1966,57
"MANGAO, DANNY MAERSK",0,56,2186,1984,39
"NABY, SAIID A.",0,19,2186,1967,56
"PITKAAHO, AKI",0,53,2186,1976,47
"REDMOND, JOHN P.",0,80,2186,1967,56
"SCLACMENDER, JULIEN",0,39,2186,1981,42
"AVALOS PARRA, JOAO",4,34,2185,1981,42
ZULKHAIRI,4,67,2185,1975,48
"VIGLUNDSSON, BJORGVIN",0,61,2185,1946,77
"STEIL-ANTONI, FIONA",5,85,2185,1989,34
"OMONOVA, UMIDA",3,10,2185,2006,17
"NICULA, MARIUS",4,40,2185,1967,56
"NGUYEN, PHUOC TAM",2,11,2185,1995,28
"GONGORA MONTES, BENJAMIN",6,62,2185,1977,46
"GARMA, EDGARDO",4,56,2185,1968,55
"BABNIK, IGOR",0,31,2185,1966,57
"BOTOYAN, SMBAT",0,18,2184,1987,36
"SANTOS, ANTONIO P",4,69,2184,1956,67
"NIKOOKAR, MAHDI",0,13,2184,2002,21
"MYLLER, JANNE",0,53,2184,1989,34
"LIM, CHUIN HOONG RONNIE",4,73,2184,1983,40
"KOSKINEN, HENRI",4,53,2184,1964,59
"HOUDART, DAVID",0,39,2184,1983,40
"FELICIANO EBERT, VANESSA",5,42,2184,1990,33
"DE OLIVEIRA,VICTOR GABRIEL C.",2,42,2184,1996,27
"ALLAERT, DIMITRI",0,39,2184,1988,35
"BOROJEVIC, DRAGOLJUB",0,55,2184,1956,67
"COSTA,CARLOS EVANIR",2,42,2184,1964,59
"DEMCHENKO, SVITLANA",5,40,2183,2003,20
"BLANCO FERNANDEZ, ALVARO",6,62,2183,1972,51
"AMMAR, SEDRANI",4,23,2183,2004,19
"DJURIC, PETAR",0,31,2183,1985,38
"EINARSSON, ARNTHOR",0,61,2183,1946,77
"GHORBANI, HADI",4,13,2183,1979,44
"HAJIYEV, KANAN",4,8,2183,1987,36
"KOVACIC, PETER",0,31,2183,1977,46
"MEULDERS, RICHARD",4,39,2183,1951,72
"POBOR, MILO",4,51,2183,2004,19
"POZUN, MATEJ",0,31,2183,1999,24
"DAELS, MARC",4,39,2183,1959,64
"CARRETO NIETO, GIOVANNI",2,62,2182,1983,40
"BAYRAMOV, ELKHAN",0,8,2182,1997,26
"EINARSSON, BERGSTEINN",0,61,2182,1981,42
"HUDANY, M. MIFTAHUL",4,67,2182,1997,26
"LIBRELATO, KATHIE GOULART",5,42,2182,1998,25
"MIRANDA JR, ROBERTO CALHEIROS DE",0,42,2182,1979,44
"OTALORA PACHECO, CARLOS EDUARDO",4,63,2182,1984,39
"POSASKOV, NIKITA",0,54,2182,2005,18
"SCEKIC, VELJKO",0,51,2182,1989,34
"SHAMS, MOHAMMAD MATIN",0,13,2182,2009,14
"TORKKOLA, HENRI",0,53,2182,1993,30
"VAN EETVELDE, WARD",0,39,2182,1990,33
"ZACARIAS, M RUBEN D",4,43,2182,1988,35
"DIOGO, VASCO",4,69,2181,1982,41
"ATABAYEV, AYDOGDY",0,70,2181,1972,51
"BATRICEVIC, SASA",4,51,2181,1972,51
"NOIROUX, KEVIN",0,39,2181,1986,37
"SIVAKUMAR, ASHVIN",4,52,2181,2001,22
"VOSKANYAN, VAHAGN",4,40,2181,1944,79
"ESKELINEN, AARNO",0,53,2180,1964,59
"BOGDANOV, ARTYOM",0,41,2180,2010,13
"BJARNASON, OSKAR",0,61,2180,1966,57
"BATASHEVS, ARSENS",0,38,2180,2001,22
"MCGOWAN, CAMERON",4,49,2180,2003,20
"MEHMED, ELIF",3,12,2180,2004,19
"RADULOVIC, DRAZEN",0,55,2180,1981,42
"OKAS, WALTER",4,101,2180,1986,37
"SALNA, ALEKSANDRAS",0,54,2180,2000,23
"TUOMALA, TIMO",0,53,2180,1957,66
"VOS, TJARK",0,130,2180,1996,27
"WALLIN, ALEKSI",0,53,2180,1991,32
"KERKHOF, PHILIPPE",0,39,2180,1957,66
"PADEIRO, JOSE",4,69,2179,1980,43
"JAQUE GUTIERREZ, MATIAS",2,34,2179,2005,18
"KIVIJARVI, JUHA",0,53,2179,1973,50
"MARTYR, REGINALD",2,131,2179,1995,28
"OLAY, EDGAR REGGIE",0,56,2179,1976,47
"BRINOVEC, DUSAN",2,31,2179,1969,54
"OSORIO, CRISTHIAN CAMILO",0,63,2179,1987,36
"CHINCHILLA MIRANDA, EUGENIO",4,89,2179,1966,57
"SIMEONOV, STEFAN",0,12,2179,1964,59
"SESAR, IVAN",0,55,2178,1997,26
"VALEINIS, JANIS",0,38,2178,1978,45
"YAN, TIANQI",5,3,2178,2002,21
"ZHUKENOV, AITUAR",0,41,2178,2004,19
"AKINSEYE, ABIOLA DANIEL",4,110,2178,1989,34
"BRAHAMI, LAMINE",6,74,2178,2002,21
"BREZNIK, KRISTIJAN",0,31,2178,1976,47
"FAN, HUIFENG",0,3,2178,1997,26
"GALLEGO, JULIAN ANDRES",4,63,2178,2000,23
"GHAZARYAN, RAFFI",0,18,2178,2004,19
"KIRILIN, DMITRIJ",0,58,2178,2002,21
"PAIVA, DONALDO",2,132,2178,1991,32
"SIMOES, JOAO",2,107,2178,1981,42
"SIMOV, SASO",0,59,2178,1958,65
"SODBILEGT, NARANBOLD",2,65,2178,2009,14
"AL-SULAITI, GHANEM",4,109,2177,1992,31
"LEHTOSAARI, MAURI",0,53,2177,1980,43
"KASHEFI, AMIR HOSEIN",4,13,2177,2000,23
"RUZHANSKY, ELIAS",0,39,2177,2011,12
"JANZELJ, LARA",5,31,2177,1997,26
"SCHWEIZER, SIMON",0,95,2177,1996,27
"HALLDORSSON, HALLDOR",2,61,2177,1984,39
"GALAVIZ MEDINA, ATLAS ADOMAITIS",2,62,2177,2006,17
"VO, PHAM THIEN PHUC",0,11,2177,2006,17
"THORARINSSON, PALL A.",4,61,2177,1976,47
"SYVALAHTI, TIMO",0,53,2177,1998,25
"SMORODINSKIS, IGORS",0,38,2177,1963,60
"SEPEHRKHOUI, ARDESHIR",0,13,2177,1984,39
"BARATA, PEDRO",0,69,2177,1982,41
"OLIVEIRA, FERNANDO HENRIQUE",0,42,2177,1994,29
"GOLUBOVSKIS, MAKSIMS",4,38,2176,2003,20
"KHACHATRYAN, SAMVEL S.",0,18,2176,2003,20
"LEONARDO, JOAO",4,69,2176,1958,65
"NIKOLOSKI, KIRE",0,59,2176,1976,47
"NIZAM, RASIM",6,12,2176,1971,52
"PLOTKIN, VICTOR",4,40,2176,1968,55
"RUNETS, IVAN",4,58,2176,2004,19
"VIGIL, LUCAS",0,34,2176,1988,35
"SWIJSEN, LARS",0,39,2176,1995,28
"DELGADILLO, ADONAY",4,99,2176,1994,29
"BOUHADDOUN, OUSSAMA",4,64,2176,1979,44
"BAUDUIN, ETIENNE",4,39,2176,1970,53
"APAP, HUGO",0,100,2176,1999,24
"ELIER, ALI",0,133,2176,2001,22
"JAFARLI, BABAK",0,8,2176,2001,22
"UPERO, JUSSI",0,53,2175,1982,41
"AKOPOV, ROMAN",0,18,2175,1958,65
"GEENEN, MARC",4,39,2175,1961,62
"JARRAYA, ZIED",0,87,2175,1988,35
"LEHTIOKSA, JORMA",0,53,2175,1962,61
"LOMIBAO, SHEERIE JOY",3,56,2175,1979,44
"PAREDES, PAULA",5,27,2175,1997,26
"SIMONSEN, HANS KRISTIAN",4,57,2175,1983,40
"AGHABEKIAN, LIANA",5,85,2174,1986,37
"ZLATKOV, ANTON",0,59,2174,2007,16
"VAN DEN BRINK, PETER",0,91,2174,1972,51
"SEPULVEDA ROJAS, JORGE",2,34,2174,1981,42
"NOLSOE, EYDUN",0,57,2174,1966,57
"NOKKA, RISTO",4,53,2174,1965,58
"MORALES MENDOZA, LUCIANA",5,27,2174,1987,36
"MOHAMMADIAN SECHANI, ARSHIA",0,13,2174,2010,13
"MIRANDA PONCE, ALVARO",2,62,2174,1957,66
"KAZIMOVA, NARMIN",7,8,2174,1993,30
"GHAZIOLSHARIF, KAVEH",0,13,2174,1995,28
"DILANYAN, GRIGOR",4,18,2174,1993,30
"DALUZ, CHRISTIAN MARK",4,56,2174,2002,21
"BIRIYA, MOHAMMADAMIN",0,13,2174,2006,17
"XIAO, TONG(QD)",0,3,2173,2008,15
"ALBERTO, MANUEL",4,107,2173,1974,49
"ANATA, CHOUDHURY",0,78,2173,2000,23
"DE LIMA, ALEXSANDRO BARROS",4,42,2173,2000,23
"ESMERALDAS HUACHI, ANDERSON",0,82,2173,2003,20
"EUSEBIO PEREZ, HECTOR EDUARDO",0,92,2173,1987,36
"HREINSSON, HLIDAR",0,61,2173,1976,47
"MAMEDJAROVA, ZEINAB",7,8,2173,1983,40
"RUSONIK, MAX",2,40,2173,2006,17
"SEVILLANO, RHENZI KYLE",0,56,2173,1999,24
"VANAGAS, TADAS",0,54,2173,1996,27
"KIVIMAKI, JAAKKO",0,53,2172,1954,69
"IVANOV, BOGIDAR",0,12,2172,1974,49
"GOTOVUSA, GORAN",0,59,2172,1986,37
"GALUNOVA, TSVETA",5,12,2172,1995,28
"DONOSO DIAZ, SEBASTIAN",4,34,2172,2001,22
"CHUMFWA, KELVIN",6,93,2172,1986,37
PHYO CHIT,4,88,2172,1975,48
"TIRADO, JUAN CAMILO",0,63,2172,1991,32
"VIANA, DIRCEU",4,42,2172,1966,57
"BALLESTEROS CARDENAS, LEONARDO",2,34,2172,2006,17
"DE BORBA, GABRIEL",4,42,2171,2004,19
"CARLOS ARRIAGA, JESUS ROBERTO",0,62,2171,1995,28
"JOHANNSSON, BIRKIR ISAK",0,61,2171,2002,21
"LUNA JAVIER, EDGAR FROYLAN",4,62,2171,2001,22
"MELKONYAN, VARDAN",0,18,2171,1980,43
"RAHMAN, MD. TAIBUR",4,78,2171,1976,47
"REVILLA MORON, ONIEL JOSUE",2,79,2171,1987,36
"SADIKI, NEDZMEDIN",0,59,2171,1968,55
"THORHALLSSON, SIMON",4,61,2171,1999,24
"TIDOY, PEDRO",0,56,2171,1961,62
"YASSER, MARK",4,19,2171,1999,24
"MEDDEB, ANIS",4,87,2170,1978,45
"CAPO ITURRIETA, RAFAEL",2,34,2170,1968,55
"GLAVES, RAHEEM",4,118,2170,2001,22
"PASHIKYAN, RUDOLF",0,18,2170,2008,15
"PETRITAJ, FERDINANDO",0,68,2170,1963,60
"PIYUMANTHA, M SASITH NIPUN",4,81,2170,2002,21
"SABERI, MAHAN",4,13,2170,2003,20
"VILLAR REYMUNDO, JUAN ANTONIO",0,27,2170,1987,36
"SALAR, MILAD",0,13,2169,1987,36
"SILVA, KAUA MARQUES",4,42,2169,2005,18
"TRAORE, BAKARY",4,134,2169,1982,41
"LEON ARCHIBALDO, ORLANDO ANDRES",4,83,2169,1992,31
"KRETAINIS, KRISTAPS",0,38,2169,1982,41
"AMIN, ASHRAF",4,19,2169,1964,59
"LIU, HONGTAO",0,3,2169,1993,30
"MORIN, YVES",0,40,2169,1961,62
"PAVLOVIC, VLADIMIR",0,54,2169,1958,65
"ROQUE SOLA, JOSE LUIS",2,62,2169,1999,24
"RUBIO, LLOYD",0,56,2169,1980,43
"SAIM, MOHAMED ILIAS",4,74,2169,1994,29
"SAITI, ELDIT",0,76,2169,1987,36
"BJORNSSON, TOMAS",4,61,2169,1969,54
"HANCHOUR, BAROUDI",0,74,2169,1971,52
"BABIC, DRASKO",4,55,2168,1959,64
"BAJRAKTARI, PERPARIM",0,76,2168,1974,49
"BRAY, DANIEL JOSE FREIRE",0,69,2168,1994,29
"IDRISSI, CHAFIK",2,64,2168,1973,50
"LAO, ELIAS",0,56,2168,1948,75
"LI, HANXIANG",0,3,2168,1995,28
"LOPES FO, JORGE ANTONIO FERREIRA",2,42,2168,1976,47
"RAMIREZ, BENJAMIN DARIO",0,63,2168,1955,68
"UNGURS, EDGARS",4,38,2168,1984,39
"ZOUAOUI, MOHAMED",0,87,2168,1961,62
"BAYARMAA, BAYARJARGAL",5,65,2167,1995,28
"ABIAD PARRA, CARLOS JOSE",2,79,2167,1998,25
"ALIAGA FERNANDEZ, INGRID Y",5,27,2167,1991,32
"FREY BECKMAN, KENNETH",6,62,2167,1950,73
"JIMENEZ, JOSE MAURICIO",6,63,2167,1982,41
"KOELLE, ARTHUR",0,49,2167,1953,70
"MABUSELA, JOHANNES MANYEDI",6,90,2167,1984,39
"MAMANI APONTE, JOAN FRANCO",0,27,2167,1993,30
"PINILLA GAETE, PATRICIO",0,34,2167,1988,35
"ZHANG, HONG",0,3,2167,1992,31
"NURGALI, NAZERKE",5,41,2166,2004,19
"SESLIJA, ZORAN",0,55,2166,1959,64
"BERZINA, ILZE",7,38,2166,1984,39
"BUDIMA, ARMEND",2,76,2166,1969,54
"FERSTER, FABIAN",0,135,2166,1986,37
"HANY KAMAL, MOHAMED",2,19,2166,2007,16
"JOHANNESSON, OLIVER",4,61,2166,1998,25
"MENDEZ RAMIREZ, VICTOR",4,92,2166,1998,25
"ULANEO, NICOLAS",0,37,2165,1987,36
"VOYSKA, MARGARITA",7,12,2165,1963,60
